antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.013026052104208416,0.03717434869739479,0.010220440881763528,0.7846153846153847,21.106365332780427,1.0,0.009736205878691251,4.470261952476384,0.9651935901264059,0.25563909774436094,0.7762994628433281,0.5297739995853203
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.012274549098196393,0.04173346693386774,0.010220440881763528,0.8326530612244898,19.951686797167845,1.0,0.009708181392845813,5.726226843931766,0.9616831515766338,0.23340961098398172,0.8253649344926448,0.5387755102040817
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.013176352705410822,0.025400801603206413,0.010220440881763528,0.7756653992395437,30.537044119963102,1.0,0.009885750960839514,4.3443998165823166,0.9801679264384842,0.3604240282685513,0.7698186073521458,0.5890161315724346
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",0.014629258517034067,0.02434869739478958,0.010220440881763528,0.6986301369863014,28.692710975816,1.0,0.009864237493022118,3.2373884131900166,0.9794769646723852,0.3554006968641115,0.691109044584912,0.5591916117030272
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})","frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.01628256513026052,0.020791583166332665,0.010220440881763528,0.6276923076923078,30.1897312326228,1.0,0.009881900574696487,2.6301052518259667,0.9828799612536636,0.38059701492537323,0.6197870791270639,0.5596292863762744
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",0.015180360721442885,0.026152304609218437,0.010220440881763528,0.6732673267326733,25.744091650544366,1.0,0.009823439464098539,2.9805641586202714,0.9759717388507014,0.3285024154589372,0.6644930466912315,0.5320359622169114
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})","frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",0.016382765531062125,0.020541082164328657,0.010220440881763528,0.6238532110091743,30.37100022376371,1.0,0.009883921148911049,2.60392736692898,0.9831810786760585,0.3827392120075047,0.6159647105750956,0.5607070933094652
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",0.016833667334669337,0.018987975951903806,0.010220440881763528,0.6071428571428572,31.975122502826995,1.0,0.009900803611230477,2.4971215157587907,0.9853121028272702,0.3992172211350295,0.5995389116271604,0.5727007161703732
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",0.013577154308617235,0.02530060120240481,0.010220440881763528,0.7527675276752768,29.752950202769355,1.0,0.009876930715137691,3.9424408518529597,0.9796913076775228,0.35664335664335667,0.7463500309636867,0.5783639618574403
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})","frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.01633266533066132,0.022845691382765532,0.010220440881763528,0.6257668711656442,27.391023571197934,1.0,0.009847309850161245,2.6110844640099877,0.9794893611921698,0.3529411764705882,0.6170173681535203,0.5365676461091379
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",0.016482965931863727,0.02034068136272545,0.010220440881763528,0.6200607902735563,30.483776782906858,1.0,0.009885166123830828,2.5784633266533072,0.9834050985785787,0.38418079096045205,0.6121721066717901,0.5612619222303743
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",0.016733466933867736,0.019789579158316632,0.010220440881763528,0.6107784431137725,30.86363980898962,1.0,0.009889292613282677,2.5183867735470944,0.9840662546481956,0.3885714285714286,0.602920405037102,0.5636170696581522
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.017635270541082163,0.03617234468937876,0.011272545090180362,0.6392045454545455,17.671084109796023,1.0,0.01063463600547789,2.671396335979045,0.9603463438959154,0.265017667844523,0.6256639321796823,0.47541944724250823
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01407815631262525,0.051703406813627256,0.011272545090180362,0.8007117437722421,15.486634114044527,1.0,0.010544656447162864,4.7584168336673365,0.9487853380083676,0.20680147058823528,0.7898460696161217,0.5093674997930978
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG CARS BLUE'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.015280561122244489,0.03617234468937876,0.010420841683366733,0.6819672131147541,18.85327641796467,1.0,0.009868107959405785,3.0305921120591695,0.9616534254349061,0.25396825396825395,0.6700314780003374,0.4850279278870169
"frozenset({'LUNCH BAG CARS BLUE', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013376753507014028,0.051703406813627256,0.010420841683366733,0.7790262172284644,15.067212496007897,1.0,0.009729217954947971,4.29144390475867,0.9462889976524262,0.1906507791017415,0.7669781961052489,0.49028830241268184
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.02434869739478958,0.04173346693386774,0.016382765531062125,0.6728395061728396,16.122300772160717,1.0,0.015366609973453923,2.929041101070066,0.9613825255598385,0.3296370967741935,0.6585913391127662,0.5326982644909817
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.02530060120240481,0.03617234468937876,0.016382765531062125,0.6475247524752475,17.901099805271386,1.0,0.015467583463520227,2.7344548647857514,0.9686448064497623,0.3633333333333334,0.6342963956443466,0.5502166698664326
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02034068136272545,0.051703406813627256,0.016382765531062125,0.8054187192118227,15.577672127391455,1.0,0.015331083007698766,4.87352426371731,0.9552357010883997,0.2943294329432944,0.7948096806565924,0.561139592164051
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02034068136272545,0.044188376753507015,0.015180360721442885,0.7463054187192119,16.889179317047017,1.0,0.014281539029963734,3.7675681460007397,0.9603241391951407,0.3076142131979695,0.7345767982826014,0.5449214168425991
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.020791583166332665,0.04173346693386774,0.015180360721442885,0.7301204819277108,17.49484372062078,1.0,0.01431265587286798,3.550719743057544,0.962859678139725,0.3206349206349206,0.7183669587116175,0.5469329900634953
"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.022845691382765532,0.03617234468937876,0.015180360721442885,0.6644736842105262,18.369660300335322,1.0,0.01435397849807832,2.872584384455184,0.9676694904929377,0.34628571428571425,0.6518814189022821,0.5420706371191135
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.016382765531062125,0.044188376753507015,0.013026052104208416,0.7951070336391436,17.993578675098988,1.0,0.012302124288657474,4.6649313552478056,0.9601546062555587,0.273972602739726,0.7856345734058762,0.5449458070690049
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.016733466933867736,0.04173346693386774,0.013026052104208416,0.778443113772455,18.65273055329916,1.0,0.012327706515234878,4.325148946541731,0.9624944147872915,0.28665931642778386,0.7687940895539396,0.5452839818562155
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.016833667334669337,0.03617234468937876,0.013026052104208416,0.7738095238095238,21.392296530800685,1.0,0.012417138886992422,4.261132791899589,0.9695757157640565,0.3258145363408521,0.7653206203991109,0.5669601635668118
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.015180360721442885,0.051703406813627256,0.013026052104208416,0.858085808580858,16.59631079387008,1.0,0.012241175738250046,6.682182970592345,0.9542312192564012,0.24186046511627907,0.850348306174658,0.555011896538491
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.02034068136272545,0.025400801603206413,0.013026052104208416,0.6403940886699507,25.211570039156246,1.0,0.012509382492439788,2.7101868119801247,0.9802751355221438,0.3981623277182236,0.6310217452245009,0.5766073007452317
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",0.020791583166332665,0.02530060120240481,0.013026052104208416,0.6265060240963854,24.762495526661095,1.0,0.0125000125501504,2.609679035490335,0.9799919318338352,0.39393939393939387,0.6168111149300362,0.5706787546224501
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.026402805611222446,0.04939879759519038,0.018537074148296594,0.7020872865275143,14.212639187717228,1.0,0.01723280729796266,3.1908715520212403,0.9548508318950351,0.32370953630796157,0.6866059997411819,0.5386704181116273
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02625250501002004,0.10465931863727455,0.019539078156312624,0.7442748091603053,7.111405069813161,1.0,0.01679150886944229,3.5011829629408067,0.8825499601585215,0.17543859649122803,0.7143822500609756,0.4654835031919286
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02344689378757515,0.10465931863727455,0.018937875751503006,0.8076923076923076,7.717347276945169,1.0,0.016483939823534844,4.65577154308617,0.8913204929006283,0.17347407067462137,0.7852128286910894,0.4943200648083367
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.025801603206412827,0.05886773547094189,0.015480961923847696,0.6,10.192340425531913,1.0,0.01396207997156638,2.352830661322645,0.925773549327162,0.22375090514120202,0.5749800372637742,0.43148936170212765
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02344689378757515,0.0593186372745491,0.015480961923847696,0.6602564102564102,11.130673943173942,1.0,0.014090124136047648,2.7687979733051007,0.9320109420045865,0.23008190618019358,0.6388324429440748,0.46061806999307
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.019539078156312624,0.06102204408817635,0.013426853707414829,0.6871794871794872,11.261167950823124,1.0,0.012234539218717996,3.0016508426689446,0.9293580640486885,0.19999999999999998,0.666849992749043,0.4536061639509915
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.020691382765531063,0.05886773547094189,0.013426853707414829,0.6489104116222759,11.02319303487713,1.0,0.01220879886024554,2.6806043120724197,0.928494008700041,0.20303030303030298,0.6269497905765572,0.43849775900262733
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015480961923847696,0.10465931863727455,0.013426853707414829,0.8673139158576051,8.287020469371852,1.0,0.011806626780615339,6.747811476611756,0.8931562861485155,0.12582159624413145,0.8518038028379944,0.49780248210304856
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.018937875751503006,0.0593186372745491,0.013426853707414829,0.708994708994709,11.952309452309452,1.0,0.012303484724960944,3.2325232282747307,0.9340225641275799,0.20710973724884077,0.6906441410063054,0.46767303017303014
frozenset({'SKULL SHOULDER BAG'}),frozenset({'SUKI  SHOULDER BAG'}),0.020591182364729458,0.02655310621242485,0.01277555110220441,0.6204379562043796,23.36592755818758,1.0,0.012228791249834338,2.564658162478804,0.9773269582015628,0.37172011661807586,0.6100844882058372,0.5507850158380388
"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.012925851703406814,0.10465931863727455,0.010220440881763528,0.7906976744186046,7.554966769456844,1.0,0.008867630049678516,4.277738810955243,0.8789985489678563,0.09519365375641624,0.7662316368079765,0.44417602725238514
"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01497995991983968,0.10465931863727455,0.01217434869739479,0.8127090301003345,7.765281110963463,1.0,0.010606556298970686,4.780479709418838,0.8844710015838421,0.11328671328671328,0.7908159722904524,0.46451631495442763
"frozenset({'JUMBO STORAGE BAG SUKI', 'RECYCLING BAG RETROSPOT '})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014829659318637275,0.10465931863727455,0.011022044088176353,0.7432432432432433,7.101548652529984,1.0,0.009469982048264866,3.487116337939037,0.872118869738886,0.10161662817551963,0.7132301010091845,0.4242783951974953
"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01372745490981964,0.10465931863727455,0.010120240480961924,0.7372262773722628,7.044057681354889,1.0,0.00868353440347629,3.4072687040748164,0.8699789668085979,0.0934752429430819,0.7065097921968757,0.41696163078761533
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.019438877755511022,0.07835671342685371,0.011723446893787575,0.6030927835051546,7.696759564426397,1.0,0.010200280320159356,2.322062306431044,0.887323771443943,0.13620488940628636,0.5693483343532771,0.3763545758957998
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.017935871743486972,0.057965931863727456,0.011723446893787575,0.6536312849162011,11.276128303308017,1.0,0.010683777374388055,2.719743519296658,0.9279608656713034,0.18266978922716626,0.6323182708571704,0.4279392379637186
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.013276553106212424,0.07835671342685371,0.01002004008016032,0.7547169811320755,9.63181006611012,1.0,0.008979733013120429,3.7574687837212895,0.9082355927900483,0.1227747084100675,0.7338633911391731,0.44129710949186896
frozenset({'JUMBO BAG DOLLY GIRL DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.022545090180360723,0.10465931863727455,0.01377755511022044,0.611111111111111,5.83905111430243,1.0,0.011418001333327979,2.3023046092184365,0.8478542472391781,0.12146643109540635,0.5656526091308699,0.37137652252539755
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.041082164328657314,0.05811623246492986,0.027655310621242483,0.673170731707317,11.583179142136247,1.0,0.025267770008955786,2.8818831693237215,0.952811473051353,0.3865546218487394,0.6530046704722365,0.5745164003364172
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.021442885771543085,0.026402805611222446,0.01753507014028056,0.8177570093457944,30.97235276383692,1.0,0.016968917795510862,5.342302553825601,0.9889184049618209,0.578512396694215,0.8128147947585065,0.7409468158683432
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.026402805611222446,0.021442885771543085,0.01753507014028056,0.6641366223908919,30.972352763836923,1.0,0.016968917795510862,2.9135570576180614,0.9939563775904022,0.578512396694215,0.656776929291532,0.7409468158683432
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.021442885771543085,0.04939879759519038,0.014829659318637275,0.691588785046729,14.000113741919588,1.0,0.01377040654455203,3.0822523835549895,0.9489195831096302,0.26475849731663686,0.6755619347281918,0.4958958124016607
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.01753507014028056,0.04939879759519038,0.013276553106212424,0.7571428571428571,15.327151550275284,1.0,0.012410341725535238,3.9142402451962743,0.951439869916196,0.24743230625583565,0.7445225797708142,0.5129527673138221
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.014829659318637275,0.026402805611222446,0.013276553106212424,0.8952702702702702,33.908149135853115,1.0,0.01288500849394179,9.296282888357352,0.9851175215315411,0.4749103942652329,0.8924301237376933,0.6990582850402585
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.018537074148296594,0.021442885771543085,0.013276553106212424,0.7162162162162161,33.401111391765596,1.0,0.012879064742711875,3.4482488787097996,0.9883825979754784,0.4971857410881801,0.7099977306817363,0.6676875473604444
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",0.021442885771543085,0.018537074148296594,0.013276553106212424,0.6191588785046729,33.401111391765596,1.0,0.012879064742711875,2.5770928359787058,0.9913175862348772,0.4971857410881801,0.6119658608960322,0.6676875473604444
frozenset({'JAM JAR WITH PINK LID'}),frozenset({'JAM JAR WITH GREEN LID'}),0.017134268537074147,0.015330661322645291,0.011372745490981963,0.6637426900584795,43.29511141688644,1.0,0.011110065823028823,2.9283209898056985,0.9939330193479602,0.5391923990498813,0.6585073823937749,0.7027863777089782
frozenset({'JAM JAR WITH GREEN LID'}),frozenset({'JAM JAR WITH PINK LID'}),0.015330661322645291,0.017134268537074147,0.011372745490981963,0.741830065359477,43.29511141688644,1.0,0.011110065823028823,3.807049542122218,0.9921124439589031,0.5391923990498813,0.7373293967058396,0.7027863777089782
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02745490981963928,0.03276553106212425,0.016783567134268536,0.6113138686131386,18.657224491618113,1.0,0.015883992433765325,2.4884717792392292,0.9731183357886029,0.38638985005767007,0.5981469396829093,0.5617731422576396
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.028557114228456915,0.052655310621242485,0.018687374749498997,0.6543859649122806,12.427729647620477,1.0,0.017183691029353295,2.7410480860197546,0.9465659726206952,0.2988782051282051,0.6351760463085896,0.5046430300298796
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.016733466933867736,0.052655310621242485,0.013026052104208416,0.778443113772455,14.78375314072141,1.0,0.01214494620503532,4.275853057466282,0.9482252741653536,0.2311111111111111,0.7661285393674019,0.51291327905559
"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.018687374749498997,0.04909819639278557,0.013026052104208416,0.6970509383378016,14.19707829512502,1.0,0.012108535708691932,3.138817457924699,0.9472648656290868,0.23787740164684357,0.6814086790949695,0.4811785303933906
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.013827655310621242,0.052655310621242485,0.01032064128256513,0.7463768115942029,14.174767991836623,1.0,0.009592541797020895,3.735244775264815,0.9424844583250306,0.183764495985727,0.7322799280459193,0.4711903087466733
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.022294589178356715,0.052655310621242485,0.015130260521042084,0.6786516853932584,12.888570542768257,1.0,0.01395633200268272,2.948030676738091,0.9434456089983422,0.25293132328308204,0.660790504016576,0.4829985353702734
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.022294589178356715,0.04909819639278557,0.013677354709418837,0.6134831460674157,12.495024077046548,1.0,0.012582730591443407,2.4601819918907584,0.9409461492474559,0.23697916666666666,0.593526006085649,0.44602728731942215
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE ORANGE'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.013677354709418837,0.052655310621242485,0.010420841683366733,0.7619047619047619,14.469666077658465,1.0,0.00970065632266537,3.9788476953907805,0.9437985726621628,0.1863799283154122,0.7486709528594345,0.47990575868787094
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE ORANGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.015130260521042084,0.04909819639278557,0.010420841683366733,0.6887417218543046,14.027841600216245,1.0,0.009677973180830598,3.055024943504029,0.9429807398827644,0.19366852886405958,0.6726704303588998,0.45049330990674413
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.02565130260521042,0.07835671342685371,0.01593186372745491,0.62109375,7.9264905690537075,1.0,0.01392191196019293,2.432378158378613,0.8968460322511377,0.18088737201365185,0.588879715699065,0.4122092790920716
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.021442885771543085,0.07835671342685371,0.014579158316633267,0.6799065420560748,8.677068145421517,1.0,0.012898964261187706,2.8792943551336254,0.9041410940404081,0.1710758377425044,0.6526926820743234,0.4329839615651218
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.021442885771543085,0.06377755511022044,0.013276553106212424,0.6191588785046729,9.708099933191885,1.0,0.011908978277195673,2.4583018798332863,0.9166488278548217,0.18454038997214484,0.5932151343154745,0.4136642782154158
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG CARS BLUE'}),0.021442885771543085,0.057615230460921846,0.013176352705410822,0.6144859813084113,10.665339292970337,1.0,0.011940915899936146,2.444488977955912,0.9260965139394921,0.2,0.5909165436956878,0.42159081674116217
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01818637274549098,0.07835671342685371,0.011523046092184368,0.6336088154269972,8.086209690487765,1.0,0.010098021694691988,2.5154625039552787,0.8925651885492677,0.13553329404832054,0.6024587929942848,0.39033381947820445
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.027254509018036072,0.07835671342685371,0.01808617234468938,0.6636029411764706,8.468999172559048,1.0,0.015950598591973526,2.739748349157331,0.906632106256142,0.20663995420721237,0.6350029737922566,0.4472106777493606
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.025150300601202404,0.07835671342685371,0.016132264529058117,0.6414342629482073,8.18607921256152,1.0,0.014161569632250473,2.5703607214428867,0.9004889652438218,0.18463302752293576,0.6109495481869003,0.42365830794469184
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.025150300601202404,0.06377755511022044,0.015531062124248497,0.6175298804780877,9.682558063112827,1.0,0.0139270374416167,2.4478316007014027,0.9198561666318521,0.21160409556313992,0.5914751653204169,0.4305245631769857
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.015531062124248497,0.07835671342685371,0.011272545090180362,0.7258064516129032,9.262849599867998,1.0,0.01005558210609596,3.3612872804432397,0.9061147865422674,0.13644633110976348,0.7024949322784055,0.43483417209801173
